,,Voter Status,,
,ASHLAND - CITY OF ASHLAND - WARD 8,5,,
,ASHLAND - CITY OF ASHLAND - WARD 9,4,,
,ASHLAND - CITY OF MELLEN - WARD 1,1,,
,ASHLAND - TOWN OF AGENDA - WARD 1,1,,
,ASHLAND - TOWN OF ASHLAND - WARD 1,3,,
,ASHLAND - TOWN OF GINGLES - WARD 1,6,,
,ASHLAND - TOWN OF JACOBS - WARD 1,1,,
,ASHLAND - TOWN OF LA POINTE - WARD 1,2,,
,ASHLAND - TOWN OF MARENGO - WARD 2,2,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 1,1,,
,ASHLAND - TOWN OF SANBORN - WARD 2,4,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,8,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,3,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,2,,
,BARRON - CITY OF BARRON - WARD 1,4,,
,BARRON - CITY OF BARRON - WARD 2,1,,
,BARRON - CITY OF BARRON - WARD 4,1,,
,BARRON - CITY OF BARRON - WARD 5,2,,
,BARRON - CITY OF BARRON - WARD 7,1,,
,BARRON - CITY OF CHETEK - WARD 1,2,,
,BARRON - CITY OF CHETEK - WARD 2,2,,
,BARRON - CITY OF CHETEK - WARD 4,2,,
,BARRON - CITY OF CUMBERLAND - WARD 1,3,,
,BARRON - CITY OF CUMBERLAND - WARD 2,1,,
,BARRON - CITY OF CUMBERLAND - WARD 3,5,,
,BARRON - CITY OF CUMBERLAND - WARD 4,2,,
,BARRON - CITY OF RICE LAKE - WARD 1,1,,
,BARRON - CITY OF RICE LAKE - WARD 10,1,,
,BARRON - CITY OF RICE LAKE - WARD 11,3,,
,BARRON - CITY OF RICE LAKE - WARD 12,2,,
,BARRON - CITY OF RICE LAKE - WARD 13,3,,
,BARRON - CITY OF RICE LAKE - WARD 2,2,,
,BARRON - CITY OF RICE LAKE - WARD 3,1,,
,BARRON - CITY OF RICE LAKE - WARD 4,3,,
,BARRON - CITY OF RICE LAKE - WARD 5,3,,
,BARRON - CITY OF RICE LAKE - WARD 6,1,,
,BARRON - CITY OF RICE LAKE - WARD 8,2,,
,BARRON - TOWN OF BARRON - WARD 1,3,,
,BARRON - TOWN OF BARRON - WARD 2,2,,
,BARRON - TOWN OF BEAR LAKE - WARD 1,1,,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,6,,
,BARRON - TOWN OF CHETEK - WARD 1,3,,
,BARRON - TOWN OF CHETEK - WARD 2,1,,
,BARRON - TOWN OF CLINTON - WARD 1,5,,
,BARRON - TOWN OF CRYSTAL LAKE - WARD 1,1,,
,BARRON - TOWN OF CUMBERLAND - WARD 1,4,,
,BARRON - TOWN OF DALLAS - WARD 1,2,,
,BARRON - TOWN OF DOVRE - WARD 1,4,,
,BARRON - TOWN OF DOYLE - WARD 1,1,,
,BARRON - TOWN OF DOYLE - WARD 2,1,,
,BARRON - TOWN OF LAKELAND - WARD 1,1,,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,2,,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,2,,
,BARRON - TOWN OF OAK GROVE - WARD 1,1,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 1,2,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 2,1,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,5,,
,BARRON - TOWN OF RICE LAKE - WARD 3,1,,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,2,,
,BARRON - TOWN OF STANFOLD - WARD 1,2,,
,BARRON - TOWN OF STANLEY - WARD 1,7,,
,BARRON - TOWN OF STANLEY - WARD 2,3,,
,BARRON - TOWN OF STANLEY - WARD 3,2,,
,BARRON - TOWN OF STANLEY - WARD 4,2,,
,BARRON - TOWN OF SUMNER - WARD 1,4,,
,BARRON - TOWN OF TURTLE LAKE - WARD 1,4,,
,BARRON - TOWN OF VANCE CREEK - WARD 1,4,,
,BARRON - VILLAGE OF ALMENA - WARD 1,3,,
,BARRON - VILLAGE OF CAMERON - WARD 1,4,,
,BARRON - VILLAGE OF CAMERON - WARD 3,1,,
,BARRON - VILLAGE OF DALLAS - WARD 1,2,,
,BARRON - VILLAGE OF HAUGEN - WARD 1,1,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,5,,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,3,,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,1,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,1,,
,BAYFIELD - CITY OF WASHBURN - WARD 2,3,,
,BAYFIELD - CITY OF WASHBURN - WARD 3,4,,
,BAYFIELD - CITY OF WASHBURN - WARD 4,1,,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,2,,
,BAYFIELD - TOWN OF BARNES - WARD 1,1,,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,1,,
,BAYFIELD - TOWN OF BELL - WARD 1,1,,
,BAYFIELD - TOWN OF CABLE - WARD 1,5,,
,BAYFIELD - TOWN OF EILEEN - WARD 1,2,,
,BAYFIELD - TOWN OF EILEEN - WARD 2,1,,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,2,,
,BAYFIELD - TOWN OF HUGHES - WARD 1,2,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,2,,
,BAYFIELD - TOWN OF KELLY - WARD 1,1,,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,2,,
,BAYFIELD - TOWN OF MASON - WARD 1,1,,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,1,,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,3,,
,BAYFIELD - TOWN OF OULU - WARD 1,3,,
,BAYFIELD - TOWN OF PORT WING - WARD 1,1,,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,8,,
,BAYFIELD - TOWN OF TRIPP - WARD 1,3,,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,4,,
,BROWN - CITY OF DE PERE - WARD 1,7,,
,BROWN - CITY OF DE PERE - WARD 10,7,,
,BROWN - CITY OF DE PERE - WARD 11,4,,
,BROWN - CITY OF DE PERE - WARD 12,4,,
,BROWN - CITY OF DE PERE - WARD 13,6,,
,BROWN - CITY OF DE PERE - WARD 14,5,,
,BROWN - CITY OF DE PERE - WARD 15,7,,
,BROWN - CITY OF DE PERE - WARD 2,3,,
,BROWN - CITY OF DE PERE - WARD 3,1,,
,BROWN - CITY OF DE PERE - WARD 4,8,,
,BROWN - CITY OF DE PERE - WARD 5,3,,
,BROWN - CITY OF DE PERE - WARD 6,7,,
,BROWN - CITY OF DE PERE - WARD 7,2,,
,BROWN - CITY OF DE PERE - WARD 8,4,,
,BROWN - CITY OF DE PERE - WARD 9,2,1,
,BROWN - CITY OF GREEN BAY - WARD 11,1,,
,BROWN - CITY OF GREEN BAY - WARD 12,3,,
,BROWN - CITY OF GREEN BAY - WARD 13,12,,
,BROWN - CITY OF GREEN BAY - WARD 14,4,,
,BROWN - CITY OF GREEN BAY - WARD 15,4,,
,BROWN - CITY OF GREEN BAY - WARD 16,3,,
,BROWN - CITY OF GREEN BAY - WARD 18,3,,
,BROWN - CITY OF GREEN BAY - WARD 19,4,,
,BROWN - CITY OF GREEN BAY - WARD 2,1,,
,BROWN - CITY OF GREEN BAY - WARD 20,1,,
,BROWN - CITY OF GREEN BAY - WARD 21,5,,
,BROWN - CITY OF GREEN BAY - WARD 22,4,,
,BROWN - CITY OF GREEN BAY - WARD 23,5,,
,BROWN - CITY OF GREEN BAY - WARD 24,4,,
,BROWN - CITY OF GREEN BAY - WARD 25,8,,
,BROWN - CITY OF GREEN BAY - WARD 26,1,,
,BROWN - CITY OF GREEN BAY - WARD 28,7,,
,BROWN - CITY OF GREEN BAY - WARD 29,6,,
,BROWN - CITY OF GREEN BAY - WARD 3,5,,
,BROWN - CITY OF GREEN BAY - WARD 30,8,,
,BROWN - CITY OF GREEN BAY - WARD 31,3,,
,BROWN - CITY OF GREEN BAY - WARD 32,5,,
,BROWN - CITY OF GREEN BAY - WARD 33,3,,
,BROWN - CITY OF GREEN BAY - WARD 34,4,,
,BROWN - CITY OF GREEN BAY - WARD 35,9,,
,BROWN - CITY OF GREEN BAY - WARD 36,4,,
,BROWN - CITY OF GREEN BAY - WARD 38,3,,
,BROWN - CITY OF GREEN BAY - WARD 39,3,,
,BROWN - CITY OF GREEN BAY - WARD 4,6,,
,BROWN - CITY OF GREEN BAY - WARD 40,1,,
,BROWN - CITY OF GREEN BAY - WARD 42,1,,
,BROWN - CITY OF GREEN BAY - WARD 43,3,,
,BROWN - CITY OF GREEN BAY - WARD 44,7,,
,BROWN - CITY OF GREEN BAY - WARD 45,7,,
,BROWN - CITY OF GREEN BAY - WARD 46,1,,
,BROWN - CITY OF GREEN BAY - WARD 47,8,,
,BROWN - CITY OF GREEN BAY - WARD 5,1,,
,BROWN - CITY OF GREEN BAY - WARD 6,9,,
,BROWN - CITY OF GREEN BAY - WARD 7,7,,
,BROWN - CITY OF GREEN BAY - WARD 8,10,2,
,BROWN - CITY OF GREEN BAY - WARD 9,5,,
,BROWN - TOWN OF EATON - WARD 1,8,,
,BROWN - TOWN OF EATON - WARD 2,1,,
,BROWN - TOWN OF GLENMORE - WARD 1,3,,
,BROWN - TOWN OF GREEN BAY - WARD 1,4,,
,BROWN - TOWN OF GREEN BAY - WARD 2,3,,
,BROWN - TOWN OF GREEN BAY - WARD 3,1,,
,BROWN - TOWN OF HOLLAND - WARD 1,4,,
,BROWN - TOWN OF HOLLAND - WARD 2,6,,
,BROWN - TOWN OF HUMBOLDT - WARD 1,6,,
,BROWN - TOWN OF HUMBOLDT - WARD 2,1,,
,BROWN - TOWN OF LAWRENCE - WARD 1,3,,
,BROWN - TOWN OF LAWRENCE - WARD 2,3,,
,BROWN - TOWN OF LAWRENCE - WARD 3,1,,
,BROWN - TOWN OF LAWRENCE - WARD 4,4,,
,BROWN - TOWN OF LAWRENCE - WARD 5,3,,
,BROWN - TOWN OF LAWRENCE - WARD 6,1,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,5,,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,1,,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,2,,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,1,,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,5,,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,7,,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,2,,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,3,,
,BROWN - TOWN OF MORRISON - WARD 1,3,,
,BROWN - TOWN OF MORRISON - WARD 2,7,,
,BROWN - TOWN OF NEW DENMARK - WARD 1,3,,
,BROWN - TOWN OF NEW DENMARK - WARD 3,2,,
,BROWN - TOWN OF PITTSFIELD - WARD 1,4,,
,BROWN - TOWN OF PITTSFIELD - WARD 2,1,,
,BROWN - TOWN OF PITTSFIELD - WARD 3,4,,
,BROWN - TOWN OF ROCKLAND - WARD 1,1,,
,BROWN - TOWN OF ROCKLAND - WARD 2,2,,
,BROWN - TOWN OF ROCKLAND - WARD 3,4,,
,BROWN - TOWN OF SCOTT - WARD 1,5,,
,BROWN - TOWN OF SCOTT - WARD 2,1,,
,BROWN - TOWN OF SCOTT - WARD 3,3,,
,BROWN - TOWN OF SCOTT - WARD 4,3,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,8,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,4,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,1,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,5,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,9,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,5,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,9,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,4,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,5,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,5,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,5,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,3,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,6,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,12,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,2,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,8,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,3,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,4,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,3,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,9,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,8,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,5,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,3,,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,5,,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,10,,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,8,,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,5,,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,3,,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,3,,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,2,,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,2,,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,2,,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,3,,
,BROWN - VILLAGE OF DENMARK - WARD 1,4,,
,BROWN - VILLAGE OF DENMARK - WARD 2,3,,
,BROWN - VILLAGE OF DENMARK - WARD 3,2,,
,BROWN - VILLAGE OF HOBART - WARD 1,7,,
,BROWN - VILLAGE OF HOBART - WARD 2,1,,
,BROWN - VILLAGE OF HOBART - WARD 3,1,,
,BROWN - VILLAGE OF HOBART - WARD 5,5,,
,BROWN - VILLAGE OF HOBART - WARD 7,1,,
,BROWN - VILLAGE OF HOBART - WARD 8,2,,
,BROWN - VILLAGE OF HOBART - WARD 9,1,,
,BROWN - VILLAGE OF HOWARD - WARD 1,2,,
,BROWN - VILLAGE OF HOWARD - WARD 10,12,,
,BROWN - VILLAGE OF HOWARD - WARD 11,3,,
,BROWN - VILLAGE OF HOWARD - WARD 12,9,,
,BROWN - VILLAGE OF HOWARD - WARD 13,6,,
,BROWN - VILLAGE OF HOWARD - WARD 14,1,,
,BROWN - VILLAGE OF HOWARD - WARD 15,11,,
,BROWN - VILLAGE OF HOWARD - WARD 16,3,,
,BROWN - VILLAGE OF HOWARD - WARD 18,1,,
,BROWN - VILLAGE OF HOWARD - WARD 2,1,,
,BROWN - VILLAGE OF HOWARD - WARD 3,2,,
,BROWN - VILLAGE OF HOWARD - WARD 4,6,,
,BROWN - VILLAGE OF HOWARD - WARD 5,5,,
,BROWN - VILLAGE OF HOWARD - WARD 6,5,,
,BROWN - VILLAGE OF HOWARD - WARD 7,4,,
,BROWN - VILLAGE OF HOWARD - WARD 8,1,,
,BROWN - VILLAGE OF HOWARD - WARD 9,4,,
,BROWN - VILLAGE OF PULASKI - WARD 1,3,,
,BROWN - VILLAGE OF PULASKI - WARD 2,1,,
,BROWN - VILLAGE OF PULASKI - WARD 3,6,,
,BROWN - VILLAGE OF PULASKI - WARD 6,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 1,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 2,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 3,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 4,5,,
,BROWN - VILLAGE OF SUAMICO - WARD 5,1,,
,BROWN - VILLAGE OF SUAMICO - WARD 6,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 7,3,,
,BROWN - VILLAGE OF SUAMICO - WARD 8,3,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,3,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,6,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,5,,
,BUFFALO - CITY OF ALMA - WARD 1,1,,
,BUFFALO - CITY OF ALMA - WARD 2,3,,
,BUFFALO - CITY OF BUFFALO - WARD 1,3,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,3,,
,BUFFALO - CITY OF MONDOVI - WARD 1,5,,
,BUFFALO - CITY OF MONDOVI - WARD 2,2,,
,BUFFALO - TOWN OF ALMA - WARD 1,3,,
,BUFFALO - TOWN OF BELVIDERE - WARD 1,2,,
,BUFFALO - TOWN OF BUFFALO - WARD 1,3,,
,BUFFALO - TOWN OF CANTON - WARD 1,1,,
,BUFFALO - TOWN OF DOVER - WARD 1,2,,
,BUFFALO - TOWN OF GILMANTON - WARD 1,1,,
,BUFFALO - TOWN OF GLENCOE - WARD 1,7,,
,BUFFALO - TOWN OF LINCOLN - WARD 1,2,,
,BUFFALO - TOWN OF MAXVILLE - WARD 1,1,,
,BUFFALO - TOWN OF MILTON - WARD 1,3,,
,BUFFALO - TOWN OF MONDOVI - WARD 1,2,,
,BUFFALO - TOWN OF MONTANA - WARD 1,1,,
,BUFFALO - TOWN OF NAPLES - WARD 1,4,,
,BUFFALO - TOWN OF NELSON - WARD 1,3,,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,7,,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,3,,
,BUFFALO - VILLAGE OF NELSON - WARD 1,1,,
,BURNETT - TOWN OF ANDERSON - WARD 1,1,,
,BURNETT - TOWN OF DEWEY - WARD 1,4,,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,2,,
,BURNETT - TOWN OF GRANTSBURG - WARD 3,2,,
,BURNETT - TOWN OF JACKSON - WARD 1,1,,
,BURNETT - TOWN OF LA FOLLETTE - WARD 1,4,,
,BURNETT - TOWN OF LINCOLN - WARD 1,1,,
,BURNETT - TOWN OF MEENON - WARD 1,2,,
,BURNETT - TOWN OF OAKLAND - WARD 1,1,,
,BURNETT - TOWN OF OAKLAND - WARD 2,3,,
,BURNETT - TOWN OF RUSK - WARD 1,5,,
,BURNETT - TOWN OF SAND LAKE - WARD 1,1,,
,BURNETT - TOWN OF SIREN - WARD 1,1,,
,BURNETT - TOWN OF SIREN - WARD 2,2,,
,BURNETT - TOWN OF SWISS - WARD 2,1,,
,BURNETT - TOWN OF TRADE LAKE - WARD 1,3,,
,BURNETT - TOWN OF TRADE LAKE - WARD 2,1,,
,BURNETT - TOWN OF UNION - WARD 1,2,,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,1,,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,6,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,5,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 2,1,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 3,1,,
,BURNETT - VILLAGE OF SIREN - WARD 1,6,,
,BURNETT - VILLAGE OF SIREN - WARD 2,1,,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,2,,
,BURNETT - VILLAGE OF WEBSTER - WARD 2,3,,
,CALUMET - CITY OF APPLETON - WARD 12,1,,
,CALUMET - CITY OF APPLETON - WARD 13,9,,
,CALUMET - CITY OF APPLETON - WARD 14,4,,
,CALUMET - CITY OF APPLETON - WARD 26,11,,
,CALUMET - CITY OF APPLETON - WARD 44,11,,
,CALUMET - CITY OF APPLETON - WARD 45,9,,
,CALUMET - CITY OF APPLETON - WARD 46,1,,
,CALUMET - CITY OF BRILLION - WARD 1,2,,
,CALUMET - CITY OF BRILLION - WARD 2,4,,
,CALUMET - CITY OF BRILLION - WARD 3,1,,
,CALUMET - CITY OF BRILLION - WARD 4,3,,
,CALUMET - CITY OF CHILTON - WARD 2,2,,
,CALUMET - CITY OF CHILTON - WARD 3,3,,
,CALUMET - CITY OF CHILTON - WARD 4,1,,
,CALUMET - CITY OF CHILTON - WARD 5,5,1,
,CALUMET - CITY OF MENASHA - WARD 16,8,,
,CALUMET - CITY OF MENASHA - WARD 17,5,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 2,3,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 3,3,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 4,1,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,1,,
,CALUMET - TOWN OF BRILLION - WARD 1,6,,
,CALUMET - TOWN OF BRILLION - WARD 2,2,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,1,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,3,,
,CALUMET - TOWN OF CHILTON - WARD 1,1,,
,CALUMET - TOWN OF CHILTON - WARD 2,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 2,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 3,2,,
,CALUMET - TOWN OF RANTOUL - WARD 1,3,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 2,2,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 3,1,,
,CALUMET - TOWN OF WOODVILLE - WARD 1,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 10,2,,
,CALUMET - VILLAGE OF HARRISON - WARD 12,8,,
,CALUMET - VILLAGE OF HARRISON - WARD 13,4,,
,CALUMET - VILLAGE OF HARRISON - WARD 14,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 16,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 17,1,,
,CALUMET - VILLAGE OF HARRISON - WARD 18,1,,
,CALUMET - VILLAGE OF HARRISON - WARD 3,8,,
,CALUMET - VILLAGE OF HARRISON - WARD 4,7,,
,CALUMET - VILLAGE OF HARRISON - WARD 5,7,,
,CALUMET - VILLAGE OF HARRISON - WARD 6,2,,
,CALUMET - VILLAGE OF HARRISON - WARD 7,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 9,1,,
,CALUMET - VILLAGE OF HILBERT - WARD 1,5,,
,CALUMET - VILLAGE OF HILBERT - WARD 2,1,,
,CALUMET - VILLAGE OF POTTER - WARD 1,2,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 2,2,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 3,6,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 4,4,,
,CALUMET - VILLAGE OF STOCKBRIDGE - WARD 1,1,,
,CHIPPEWA - CITY OF BLOOMER - WARD 1,4,,
,CHIPPEWA - CITY OF BLOOMER - WARD 2,3,,
,CHIPPEWA - CITY OF BLOOMER - WARD 3,10,,
,CHIPPEWA - CITY OF BLOOMER - WARD 4,3,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 1,8,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 2,5,1,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 3,9,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 4,8,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 5,12,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 6,11,1,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 7,5,,
,CHIPPEWA - CITY OF CORNELL - WARD 1,1,,
,CHIPPEWA - CITY OF CORNELL - WARD 2,2,,
,CHIPPEWA - CITY OF CORNELL - WARD 4,3,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 16,2,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 41,1,,
,CHIPPEWA - CITY OF STANLEY - WARD 1,3,,
,CHIPPEWA - CITY OF STANLEY - WARD 2,1,,
,CHIPPEWA - CITY OF STANLEY - WARD 3,3,,
,CHIPPEWA - CITY OF STANLEY - WARD 4,3,,
,CHIPPEWA - TOWN OF ANSON - WARD 2,1,,
,CHIPPEWA - TOWN OF ANSON - WARD 3,3,,
,CHIPPEWA - TOWN OF ARTHUR - WARD 1,5,,
,CHIPPEWA - TOWN OF AUBURN - WARD 1,2,,
,CHIPPEWA - TOWN OF BIRCH CREEK - WARD 1,1,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 1,1,,
,CHIPPEWA - TOWN OF CLEVELAND - WARD 1,7,,
,CHIPPEWA - TOWN OF COLBURN - WARD 1,5,,
,CHIPPEWA - TOWN OF COOKS VALLEY - WARD 1,4,,
,CHIPPEWA - TOWN OF DELMAR - WARD 1,3,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 1,2,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 2,3,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 3,2,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 4,7,,
,CHIPPEWA - TOWN OF EDSON - WARD 1,1,,
,CHIPPEWA - TOWN OF EDSON - WARD 2,6,,
,CHIPPEWA - TOWN OF ESTELLA - WARD 1,1,,
,CHIPPEWA - TOWN OF GOETZ - WARD 1,3,,
,CHIPPEWA - TOWN OF GOETZ - WARD 2,2,,
,CHIPPEWA - TOWN OF HALLIE - WARD 1,1,,
,CHIPPEWA - TOWN OF HOWARD - WARD 1,10,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 1,3,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 3,7,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 4,5,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 5,6,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 9,5,,
,CHIPPEWA - TOWN OF LAKE HOLCOMBE - WARD 2,1,,
