,,Voting Method,,,,,,
,,Null,Absentee,Early Vote,Mail,Polling,Unknown,
,,Count,Count,Count,Count,Count,Count,
Precinct Name,Null,2,88,49,19,184,136,
,ADAMS - CITY OF ADAMS - WARD 2,,,,,1,1,
,ADAMS - TOWN OF ADAMS - WARD 2,,1,,,1,1,
,ADAMS - TOWN OF ADAMS - WARD 3,,,,,1,1,
,ADAMS - TOWN OF BIG FLATS - WARD 2,,,,,2,2,
,ADAMS - TOWN OF EASTON - WARD 1,,4,,,6,5,
,ADAMS - TOWN OF EASTON - WARD 2,,,,,2,1,
,ADAMS - TOWN OF NEW CHESTER - WARD 1,,,,,3,,
,ADAMS - TOWN OF NEW CHESTER - WARD 2,,1,1,,4,3,
,ADAMS - TOWN OF NEW CHESTER - WARD 3,,,,,1,,
,ADAMS - TOWN OF PRESTON - WARD 1,,,,,1,,
,ADAMS - TOWN OF QUINCY - WARD 1,,,,,2,3,
,ADAMS - TOWN OF ROME - WARD 2,,1,,,,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 1,,,,,1,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,,5,,,5,3,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,,,,,1,,
,ASHLAND - CITY OF MELLEN - WARD 1,,1,,,1,1,
,ASHLAND - TOWN OF LA POINTE - WARD 1,,1,,,1,,
,ASHLAND - TOWN OF MORSE - WARD 1,,1,,,2,2,
,BARRON - CITY OF BARRON - WARD 1,,3,,,3,,
,BARRON - CITY OF BARRON - WARD 2,,1,,,1,,
,BARRON - CITY OF BARRON - WARD 5,,12,,,12,,
,BARRON - CITY OF RICE LAKE - WARD 1,,1,1,,1,1,
,BARRON - CITY OF RICE LAKE - WARD 12,,,1,,1,1,
,BARRON - CITY OF RICE LAKE - WARD 7,,,,,1,1,
,BARRON - TOWN OF BEAR LAKE - WARD 1,,,1,,1,,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,,1,1,1,1,1,
,BARRON - TOWN OF RICE LAKE - WARD 1,,1,,,2,1,
,BARRON - TOWN OF SUMNER - WARD 1,,,1,,1,,
,BARRON - VILLAGE OF CAMERON - WARD 1,,1,1,,1,1,
,BARRON - VILLAGE OF CAMERON - WARD 2,,,,,1,1,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,,,,,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,,1,,1,1,1,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,,,,,1,,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,,,,,1,1,
,BROWN - CITY OF DE PERE - WARD 10,,,1,,4,3,
,BROWN - CITY OF DE PERE - WARD 12,,1,2,,3,,
,BROWN - CITY OF DE PERE - WARD 15,,3,1,,3,1,
,BROWN - CITY OF DE PERE - WARD 2,,3,1,,6,2,
,BROWN - CITY OF DE PERE - WARD 3,,1,1,,1,1,
,BROWN - CITY OF DE PERE - WARD 6,,1,,,2,1,
,BROWN - CITY OF DE PERE - WARD 8,,1,,,1,,
,BROWN - CITY OF DE PERE - WARD 9,,2,2,,2,1,
,BROWN - CITY OF GREEN BAY - WARD 10,,6,,,11,9,
,BROWN - CITY OF GREEN BAY - WARD 11,,,,,2,,
,BROWN - CITY OF GREEN BAY - WARD 12,,2,,,8,6,
,BROWN - CITY OF GREEN BAY - WARD 13,,5,,,16,8,
,BROWN - CITY OF GREEN BAY - WARD 14,,1,,,4,3,
,BROWN - CITY OF GREEN BAY - WARD 15,,6,,,13,5,
,BROWN - CITY OF GREEN BAY - WARD 16,,8,,,12,5,
,BROWN - CITY OF GREEN BAY - WARD 17,,,,,6,1,
,BROWN - CITY OF GREEN BAY - WARD 18,,1,,,2,2,
,BROWN - CITY OF GREEN BAY - WARD 19,,2,,,5,3,
,BROWN - CITY OF GREEN BAY - WARD 2,,3,1,,4,3,
