,,Voter Status,,
,,Active,Dropped,
,,Count,Count,
,OZAUKEE - VILLAGE OF THIENSVILLE - WARD 3,3,,
,PEPIN - CITY OF DURAND - WARD 1,1,,
,PEPIN - CITY OF DURAND - WARD 2,,1,
,PEPIN - CITY OF DURAND - WARD 3,1,,
,PEPIN - TOWN OF DURAND - WARD 2,1,,
,PEPIN - TOWN OF WAUBEEK - WARD 1,1,,
,PIERCE - CITY OF PRESCOTT - WARD 2,1,,
,PIERCE - CITY OF RIVER FALLS - WARD 10,1,1,
,PIERCE - CITY OF RIVER FALLS - WARD 11,2,,
,PIERCE - CITY OF RIVER FALLS - WARD 12,2,1,
,PIERCE - CITY OF RIVER FALLS - WARD 13,1,2,
,PIERCE - CITY OF RIVER FALLS - WARD 8,3,1,
,PIERCE - CITY OF RIVER FALLS - WARD 9,3,4,
,PIERCE - TOWN OF ELLSWORTH - WARD 1,1,,
,PIERCE - TOWN OF ELLSWORTH - WARD 2,1,,
,PIERCE - TOWN OF OAK GROVE - WARD 2,1,1,
,PIERCE - TOWN OF RIVER FALLS - WARD 1,2,,
,PIERCE - TOWN OF RIVER FALLS - WARD 2,2,1,
,PIERCE - TOWN OF TRENTON - WARD 1,1,,
,PIERCE - TOWN OF TRENTON - WARD 2,1,,
,PIERCE - VILLAGE OF PLUM CITY - WARD 1,1,,
,PIERCE - VILLAGE OF SPRING VALLEY - WARD 1,1,,
,PIERCE - VILLAGE OF SPRING VALLEY - WARD 2,1,,
,POLK - CITY OF AMERY - WARD 1,1,1,
,POLK - TOWN OF ALDEN - WARD 4,,1,
,POLK - TOWN OF CLAYTON - WARD 1,1,,
,POLK - TOWN OF EUREKA - WARD 2,2,,
,POLK - TOWN OF GEORGETOWN - WARD 2,,1,
,POLK - TOWN OF LINCOLN - WARD 1,1,,
,POLK - TOWN OF LINCOLN - WARD 3,,1,
,POLK - TOWN OF LUCK - WARD 2,2,,
,POLK - TOWN OF MILLTOWN - WARD 1,1,1,
,POLK - TOWN OF OSCEOLA - WARD 3,1,,
,POLK - VILLAGE OF CLEAR LAKE - WARD 1,,1,
,POLK - VILLAGE OF OSCEOLA - WARD 3,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 1,2,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 10,1,2,
,PORTAGE - CITY OF STEVENS POINT - WARD 11,,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 12,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 13,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 14,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 15,,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 16,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 18,2,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 2,6,2,
,PORTAGE - CITY OF STEVENS POINT - WARD 20,3,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 21,1,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 22,1,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 23,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 24,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 25,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 26,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 27,2,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 28,3,,
,PORTAGE - CITY OF STEVENS POINT - WARD 3,7,,
,PORTAGE - CITY OF STEVENS POINT - WARD 31,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 32,,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 33,2,,
,PORTAGE - CITY OF STEVENS POINT - WARD 5,5,3,
,PORTAGE - CITY OF STEVENS POINT - WARD 6,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 7,1,,
,PORTAGE - CITY OF STEVENS POINT - WARD 8,4,1,
,PORTAGE - CITY OF STEVENS POINT - WARD 9,,1,
,PORTAGE - TOWN OF ALBAN - WARD 1,1,,
,PORTAGE - TOWN OF ALMOND - WARD 1,1,,
,PORTAGE - TOWN OF BELMONT - WARD 1,1,,
,PORTAGE - TOWN OF CARSON - WARD 1,1,1,
,PORTAGE - TOWN OF CARSON - WARD 2,1,,
,PORTAGE - TOWN OF EAU PLEINE - WARD 1,1,,
,PORTAGE - TOWN OF GRANT - WARD 2,1,1,
,PORTAGE - TOWN OF GRANT - WARD 4,1,,
,PORTAGE - TOWN OF HULL - WARD 2,3,1,
,PORTAGE - TOWN OF HULL - WARD 3,2,,
,PORTAGE - TOWN OF HULL - WARD 7,1,1,
,PORTAGE - TOWN OF LANARK - WARD 1,1,2,
,PORTAGE - TOWN OF LANARK - WARD 2,1,,
,PORTAGE - TOWN OF LINWOOD - WARD 1,1,,
,PORTAGE - TOWN OF LINWOOD - WARD 2,1,,
,PORTAGE - TOWN OF NEW HOPE - WARD 1,1,,
,PORTAGE - TOWN OF PLOVER - WARD 2,1,1,
,PORTAGE - TOWN OF SHARON - WARD 2,,1,
,PORTAGE - TOWN OF SHARON - WARD 3,1,,
,PORTAGE - TOWN OF STOCKTON - WARD 1,1,,
,PORTAGE - TOWN OF STOCKTON - WARD 2,2,1,
,PORTAGE - TOWN OF STOCKTON - WARD 3,3,,
,PORTAGE - TOWN OF STOCKTON - WARD 5,1,,
,PORTAGE - VILLAGE OF AMHERST - WARD 1,1,,
,PORTAGE - VILLAGE OF JUNCTION CITY - WARD 1,1,,
,PORTAGE - VILLAGE OF PARK RIDGE - WARD 1,3,,
,PORTAGE - VILLAGE OF PLOVER - WARD 1,3,,
,PORTAGE - VILLAGE OF PLOVER - WARD 2,,1,
,PORTAGE - VILLAGE OF PLOVER - WARD 3,6,,
,PORTAGE - VILLAGE OF PLOVER - WARD 4,3,,
,PORTAGE - VILLAGE OF PLOVER - WARD 5,2,1,
,PORTAGE - VILLAGE OF PLOVER - WARD 6,3,1,
,PORTAGE - VILLAGE OF PLOVER - WARD 7,1,1,
,PORTAGE - VILLAGE OF PLOVER - WARD 8,5,,
,PORTAGE - VILLAGE OF PLOVER - WARD 9,3,,
,PORTAGE - VILLAGE OF WHITING - WARD 3,1,,
,PRICE - CITY OF PARK FALLS - WARD 1,1,,
,PRICE - CITY OF PARK FALLS - WARD 5,1,,
,PRICE - CITY OF PHILLIPS - WARD 1,1,,
,PRICE - CITY OF PHILLIPS - WARD 4,1,,
,PRICE - TOWN OF CATAWBA - WARD 1,1,,
,PRICE - TOWN OF EMERY - WARD 1,,2,
,PRICE - TOWN OF HILL - WARD 1,,1,
,PRICE - TOWN OF WORCESTER - WARD 1,1,,
,RACINE - CITY OF BURLINGTON - WARD 1,1,1,
,RACINE - CITY OF BURLINGTON - WARD 2,1,,
,RACINE - CITY OF BURLINGTON - WARD 3,3,,
,RACINE - CITY OF BURLINGTON - WARD 4,1,,
,RACINE - CITY OF BURLINGTON - WARD 5,2,,
,RACINE - CITY OF BURLINGTON - WARD 6,3,,
,RACINE - CITY OF BURLINGTON - WARD 7,5,1,
,RACINE - CITY OF BURLINGTON - WARD 8,2,,
,RACINE - CITY OF RACINE - WARD 10,2,,
,RACINE - CITY OF RACINE - WARD 11,1,1,
,RACINE - CITY OF RACINE - WARD 12,1,,
,RACINE - CITY OF RACINE - WARD 13,1,,
,RACINE - CITY OF RACINE - WARD 14,3,,
,RACINE - CITY OF RACINE - WARD 15,1,,
,RACINE - CITY OF RACINE - WARD 16,2,,
,RACINE - CITY OF RACINE - WARD 2,1,,
,RACINE - CITY OF RACINE - WARD 20,5,,
,RACINE - CITY OF RACINE - WARD 21,1,,
,RACINE - CITY OF RACINE - WARD 22,1,1,
,RACINE - CITY OF RACINE - WARD 23,2,,
,RACINE - CITY OF RACINE - WARD 24,1,,
,RACINE - CITY OF RACINE - WARD 25,2,,
,RACINE - CITY OF RACINE - WARD 26,1,,
,RACINE - CITY OF RACINE - WARD 27,1,,
,RACINE - CITY OF RACINE - WARD 28,1,,
,RACINE - CITY OF RACINE - WARD 29,3,,
,RACINE - CITY OF RACINE - WARD 3,6,,
,RACINE - CITY OF RACINE - WARD 30,1,,
,RACINE - CITY OF RACINE - WARD 33,1,,
,RACINE - CITY OF RACINE - WARD 34,2,1,
,RACINE - CITY OF RACINE - WARD 35,3,1,
,RACINE - CITY OF RACINE - WARD 36,1,,
,RACINE - CITY OF RACINE - WARD 4,,1,
,RACINE - TOWN OF BURLINGTON - WARD 1,2,,
,RACINE - TOWN OF BURLINGTON - WARD 4,1,1,
,RACINE - TOWN OF BURLINGTON - WARD 5,,1,
,RACINE - TOWN OF BURLINGTON - WARD 6,1,,
,RACINE - TOWN OF DOVER - WARD 3,1,,
,RACINE - TOWN OF DOVER - WARD 4,1,,
,RACINE - TOWN OF DOVER - WARD 7,1,,
,RACINE - TOWN OF NORWAY - WARD 1,4,1,
,RACINE - TOWN OF NORWAY - WARD 10,2,,
,RACINE - TOWN OF NORWAY - WARD 11,2,1,
,RACINE - TOWN OF NORWAY - WARD 2,1,,
,RACINE - TOWN OF NORWAY - WARD 3,5,,
,RACINE - TOWN OF NORWAY - WARD 4,1,,
,RACINE - TOWN OF NORWAY - WARD 5,5,2,
,RACINE - TOWN OF NORWAY - WARD 7,1,,
,RACINE - TOWN OF NORWAY - WARD 8,1,,
,RACINE - TOWN OF NORWAY - WARD 9,3,,
,RACINE - TOWN OF WATERFORD - WARD 1,2,,
,RACINE - TOWN OF WATERFORD - WARD 10,2,,
,RACINE - TOWN OF WATERFORD - WARD 2,2,1,
,RACINE - TOWN OF WATERFORD - WARD 4,6,,
,RACINE - TOWN OF WATERFORD - WARD 7,1,,
,RACINE - TOWN OF WATERFORD - WARD 8,1,,
,RACINE - TOWN OF WATERFORD - WARD 9,3,,
,RACINE - VILLAGE OF CALEDONIA - WARD 10,1,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 12,2,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 13,2,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 14,4,,
,RACINE - VILLAGE OF CALEDONIA - WARD 15,3,2,
,RACINE - VILLAGE OF CALEDONIA - WARD 16,3,,
,RACINE - VILLAGE OF CALEDONIA - WARD 17,1,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 18,1,,
,RACINE - VILLAGE OF CALEDONIA - WARD 2,3,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 20,1,,
,RACINE - VILLAGE OF CALEDONIA - WARD 3,5,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 4,2,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 5,1,,
,RACINE - VILLAGE OF CALEDONIA - WARD 7,2,,
,RACINE - VILLAGE OF CALEDONIA - WARD 8,,1,
,RACINE - VILLAGE OF CALEDONIA - WARD 9,1,,
,RACINE - VILLAGE OF ELMWOOD PARK - WARD 1,,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 1,2,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 10,2,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 11,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 13,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 14,3,2,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 15,2,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 16,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 17,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 18,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 19,6,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 20,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 21,3,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 22,,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 3,2,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 4,2,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 5,2,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 6,1,1,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 7,1,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 8,2,,
,RACINE - VILLAGE OF MT. PLEASANT - WARD 9,4,,
,RACINE - VILLAGE OF NORTH BAY - WARD 1,1,,
,RACINE - VILLAGE OF RAYMOND - WARD 2,,1,
,RACINE - VILLAGE OF RAYMOND - WARD 3,2,,
,RACINE - VILLAGE OF RAYMOND - WARD 4,,1,
,RACINE - VILLAGE OF RAYMOND - WARD 5,1,,
,RACINE - VILLAGE OF ROCHESTER - WARD 1,,1,
,RACINE - VILLAGE OF ROCHESTER - WARD 2,1,,
,RACINE - VILLAGE OF ROCHESTER - WARD 3,2,,
,RACINE - VILLAGE OF ROCHESTER - WARD 4,1,,
,RACINE - VILLAGE OF ROCHESTER - WARD 5,1,,
,RACINE - VILLAGE OF STURTEVANT - WARD 3,1,,
,RACINE - VILLAGE OF STURTEVANT - WARD 5,,1,
,RACINE - VILLAGE OF UNION GROVE - WARD 3,2,,
,RACINE - VILLAGE OF UNION GROVE - WARD 7,3,,
,RACINE - VILLAGE OF WATERFORD - WARD 1,1,1,
,RACINE - VILLAGE OF WATERFORD - WARD 2,4,1,
,RACINE - VILLAGE OF WATERFORD - WARD 4,1,,
,RACINE - VILLAGE OF WATERFORD - WARD 6,1,,
,RACINE - VILLAGE OF WATERFORD - WARD 7,2,,
,RACINE - VILLAGE OF WIND POINT - WARD 1,4,,
,RACINE - VILLAGE OF WIND POINT - WARD 2,1,1,
,RACINE - VILLAGE OF WIND POINT - WARD 3,2,,
,RACINE - VILLAGE OF YORKVILLE - WARD 5,1,,
,RICHLAND - CITY OF RICHLAND CENTER - WARD 4,,1,
,RICHLAND - CITY OF RICHLAND CENTER - WARD 5,1,,
,RICHLAND - CITY OF RICHLAND CENTER - WARD 6,1,1,
,RICHLAND - TOWN OF FOREST - WARD 1,1,,
,RICHLAND - TOWN OF MARSHALL - WARD 1,,1,
,RICHLAND - TOWN OF ORION - WARD 1,1,,
,RICHLAND - TOWN OF RICHLAND - WARD 3,2,,
,RICHLAND - TOWN OF ROCKBRIDGE - WARD 1,1,,
,RICHLAND - TOWN OF ROCKBRIDGE - WARD 3,1,,
,RICHLAND - TOWN OF WESTFORD - WARD 1,1,,
,RICHLAND - VILLAGE OF CAZENOVIA - WARD 1,1,,
,RICHLAND - VILLAGE OF VIOLA - WARD 2,1,1,
,ROCK - CITY OF BELOIT - WARD 07,2,,
,ROCK - CITY OF BELOIT - WARD 09,1,,
,ROCK - CITY OF BELOIT - WARD 10,2,,
,ROCK - CITY OF BELOIT - WARD 13,1,1,
,ROCK - CITY OF BELOIT - WARD 15,3,,
,ROCK - CITY OF BELOIT - WARD 16,2,2,
,ROCK - CITY OF BELOIT - WARD 17,2,,
,ROCK - CITY OF BELOIT - WARD 18,1,1,
,ROCK - CITY OF BELOIT - WARD 20,1,,
,ROCK - CITY OF BELOIT - WARD 21,3,,
,ROCK - CITY OF BELOIT - WARD 22,4,,
,ROCK - CITY OF BELOIT - WARD 23,3,,
,ROCK - CITY OF BELOIT - WARD 24,1,,
,ROCK - CITY OF EDGERTON - WARD 1,2,1,
,ROCK - CITY OF EDGERTON - WARD 2,1,,
,ROCK - CITY OF EDGERTON - WARD 4,2,,
,ROCK - CITY OF EDGERTON - WARD 5,,1,
,ROCK - CITY OF EDGERTON - WARD 6,1,,
,ROCK - CITY OF EVANSVILLE - WARD 1,1,,
,ROCK - CITY OF EVANSVILLE - WARD 2,1,1,
,ROCK - CITY OF EVANSVILLE - WARD 4,1,1,
,ROCK - CITY OF EVANSVILLE - WARD 5,2,2,
,ROCK - CITY OF EVANSVILLE - WARD 7,1,1,
,ROCK - CITY OF EVANSVILLE - WARD 8,2,,
,ROCK - CITY OF JANESVILLE - WARD 1,1,1,
,ROCK - CITY OF JANESVILLE - WARD 12,5,2,
,ROCK - CITY OF JANESVILLE - WARD 13,3,1,
,ROCK - CITY OF JANESVILLE - WARD 14,3,2,
,ROCK - CITY OF JANESVILLE - WARD 15,1,2,
,ROCK - CITY OF JANESVILLE - WARD 16,2,,
,ROCK - CITY OF JANESVILLE - WARD 17,2,,
,ROCK - CITY OF JANESVILLE - WARD 18,2,,
,ROCK - CITY OF JANESVILLE - WARD 19,,1,
,ROCK - CITY OF JANESVILLE - WARD 2,5,,
,ROCK - CITY OF JANESVILLE - WARD 21,1,1,
,ROCK - CITY OF JANESVILLE - WARD 22,1,,
,ROCK - CITY OF JANESVILLE - WARD 23,2,,
,ROCK - CITY OF JANESVILLE - WARD 24,4,,
,ROCK - CITY OF JANESVILLE - WARD 25,2,1,
,ROCK - CITY OF JANESVILLE - WARD 27,5,,
,ROCK - CITY OF JANESVILLE - WARD 28,6,1,
,ROCK - CITY OF JANESVILLE - WARD 3,1,,
,ROCK - CITY OF JANESVILLE - WARD 4,1,,
,ROCK - CITY OF JANESVILLE - WARD 5,4,,
,ROCK - CITY OF JANESVILLE - WARD 6,2,1,
,ROCK - CITY OF JANESVILLE - WARD 7,1,,
,ROCK - CITY OF JANESVILLE - WARD 8,2,,
,ROCK - CITY OF JANESVILLE - WARD 9,1,,
,ROCK - CITY OF MILTON - WARD 3,1,,
,ROCK - CITY OF MILTON - WARD 4,2,,
,ROCK - CITY OF MILTON - WARD 5,4,,
,ROCK - CITY OF MILTON - WARD 6,2,,
,ROCK - CITY OF MILTON - WARD 7,1,,
,ROCK - CITY OF MILTON - WARD 8,3,,
,ROCK - TOWN OF AVON - WARD 1,1,1,
,ROCK - TOWN OF BELOIT - WARD 1,2,1,
,ROCK - TOWN OF BELOIT - WARD 10,2,,
,ROCK - TOWN OF BELOIT - WARD 3,2,,
,ROCK - TOWN OF BELOIT - WARD 7,,1,
,ROCK - TOWN OF CENTER - WARD 2,1,,
,ROCK - TOWN OF FULTON - WARD 2,1,1,
,ROCK - TOWN OF FULTON - WARD 3,1,,
,ROCK - TOWN OF FULTON - WARD 4,1,,
,ROCK - TOWN OF FULTON - WARD 6,2,,
,ROCK - TOWN OF HARMONY - WARD 3,1,,
,ROCK - TOWN OF HARMONY - WARD 4,2,,
,ROCK - TOWN OF JANESVILLE - WARD 1,2,,
,ROCK - TOWN OF JANESVILLE - WARD 3,2,,
,ROCK - TOWN OF JANESVILLE - WARD 4,,2,
,ROCK - TOWN OF LA PRAIRIE - WARD 1,1,,
,ROCK - TOWN OF MAGNOLIA - WARD 1,2,1,
,ROCK - TOWN OF MILTON - WARD 1,1,,
,ROCK - TOWN OF MILTON - WARD 4,2,1,
,ROCK - TOWN OF SPRING VALLEY - WARD 1,1,,
,ROCK - TOWN OF TURTLE - WARD 2,1,,
,ROCK - TOWN OF TURTLE - WARD 3,1,,
,ROCK - TOWN OF UNION - WARD 3,1,,
,ROCK - VILLAGE OF CLINTON - WARD 2,3,,
,ROCK - VILLAGE OF FOOTVILLE - WARD 1,1,1,
,ROCK - VILLAGE OF ORFORDVILLE - WARD 1,1,,
,RUSK - CITY OF LADYSMITH - WARD 2,1,,
,RUSK - CITY OF LADYSMITH - WARD 9,1,,
,RUSK - VILLAGE OF GLEN FLORA - WARD 1,1,,
,SAINT CROIX - CITY OF HUDSON - WARD 1,1,,
,SAINT CROIX - CITY OF HUDSON - WARD 11,,1,
,SAINT CROIX - CITY OF HUDSON - WARD 12,1,,
,SAINT CROIX - CITY OF HUDSON - WARD 2,,1,
,SAINT CROIX - CITY OF HUDSON - WARD 3,1,1,
,SAINT CROIX - CITY OF HUDSON - WARD 4,1,,
,SAINT CROIX - CITY OF HUDSON - WARD 5,3,,
,SAINT CROIX - CITY OF HUDSON - WARD 6,1,,
,SAINT CROIX - CITY OF HUDSON - WARD 9,1,,
,SAINT CROIX - CITY OF NEW RICHMOND - WARD 1,1,,
,SAINT CROIX - CITY OF NEW RICHMOND - WARD 2,,1,
,SAINT CROIX - CITY OF NEW RICHMOND - WARD 6,1,,
,SAINT CROIX - CITY OF NEW RICHMOND - WARD 7,1,,
,SAINT CROIX - CITY OF NEW RICHMOND - WARD 9,1,,
,SAINT CROIX - CITY OF RIVER FALLS - WARD 1,1,,
,SAINT CROIX - CITY OF RIVER FALLS - WARD 2,1,,
,SAINT CROIX - CITY OF RIVER FALLS - WARD 4,,1,
,SAINT CROIX - TOWN OF BALDWIN - WARD 1,1,1,
,SAINT CROIX - TOWN OF CYLON - WARD 1,1,1,
,SAINT CROIX - TOWN OF FOREST - WARD 1,1,,
,SAINT CROIX - TOWN OF HAMMOND - WARD 3,1,,
,SAINT CROIX - TOWN OF HUDSON - WARD 1,3,,
,SAINT CROIX - TOWN OF HUDSON - WARD 10,3,,
,SAINT CROIX - TOWN OF HUDSON - WARD 14,1,1,
,SAINT CROIX - TOWN OF HUDSON - WARD 3,1,,
,SAINT CROIX - TOWN OF HUDSON - WARD 5,3,,
,SAINT CROIX - TOWN OF HUDSON - WARD 6,1,,
,SAINT CROIX - TOWN OF HUDSON - WARD 7,2,,
,SAINT CROIX - TOWN OF HUDSON - WARD 8,1,,
,SAINT CROIX - TOWN OF HUDSON - WARD 9,,1,
,SAINT CROIX - TOWN OF RICHMOND - WARD 2,,1,
,SAINT CROIX - TOWN OF SOMERSET - WARD 3,2,1,
,SAINT CROIX - TOWN OF SOMERSET - WARD 6,1,,
,SAINT CROIX - TOWN OF ST. JOSEPH - WARD 2,1,,
,SAINT CROIX - TOWN OF ST. JOSEPH - WARD 3,2,,
,SAINT CROIX - TOWN OF ST. JOSEPH - WARD 5,2,1,
,SAINT CROIX - TOWN OF ST. JOSEPH - WARD 6,2,,
,SAINT CROIX - TOWN OF TROY - WARD 1,3,,
,SAINT CROIX - TOWN OF TROY - WARD 2,1,,
,SAINT CROIX - TOWN OF TROY - WARD 3,1,,
,SAINT CROIX - TOWN OF TROY - WARD 4,4,,
,SAINT CROIX - TOWN OF WARREN - WARD 3,1,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 1,,1,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 2,1,,
,SAINT CROIX - VILLAGE OF HAMMOND - WARD 4,1,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 2,1,2,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 4,5,1,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 6,2,,
,SAINT CROIX - VILLAGE OF SOMERSET - WARD 1,,1,
,SAINT CROIX - VILLAGE OF STAR PRAIRIE - WARD 1,1,,
,SAUK - CITY OF BARABOO - WARD 1,1,,
,SAUK - CITY OF BARABOO - WARD 10,,1,
,SAUK - CITY OF BARABOO - WARD 11,1,,
,SAUK - CITY OF BARABOO - WARD 12,2,1,
,SAUK - CITY OF BARABOO - WARD 13,2,,
,SAUK - CITY OF BARABOO - WARD 3,2,,
,SAUK - CITY OF BARABOO - WARD 4,1,,
,SAUK - CITY OF BARABOO - WARD 6,,1,
,SAUK - CITY OF BARABOO - WARD 7,3,,
,SAUK - CITY OF REEDSBURG - WARD 3,2,1,
,SAUK - CITY OF REEDSBURG - WARD 5,,2,
,SAUK - CITY OF REEDSBURG - WARD 6,,1,
,SAUK - CITY OF REEDSBURG - WARD 9,2,,
,SAUK - TOWN OF BARABOO - WARD 1,1,,
,SAUK - TOWN OF BARABOO - WARD 3,1,,
,SAUK - TOWN OF BARABOO - WARD 4,1,,
,SAUK - TOWN OF DELLONA - WARD 2,1,,
,SAUK - TOWN OF DELTON - WARD 2,1,,
,SAUK - TOWN OF EXCELSIOR - WARD 1,3,1,
,SAUK - TOWN OF EXCELSIOR - WARD 2,1,,
,SAUK - TOWN OF FAIRFIELD - WARD 1,3,1,
,SAUK - TOWN OF FAIRFIELD - WARD 2,2,1,
,SAUK - TOWN OF FRANKLIN - WARD 2,2,,
,SAUK - TOWN OF PRAIRIE DU SAC - WARD 1,,1,
,SAUK - TOWN OF REEDSBURG - WARD 1,1,,
,SAUK - TOWN OF REEDSBURG - WARD 2,1,1,
,SAUK - TOWN OF SPRING GREEN - WARD 1,,1,
,SAUK - TOWN OF SUMPTER - WARD 2,1,,
,SAUK - TOWN OF SUMPTER - WARD 3,1,,
,SAUK - VILLAGE OF LAKE DELTON - WARD 3,1,,
,SAUK - VILLAGE OF PLAIN - WARD 1,2,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 1,3,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 2,2,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 3,1,,
,SAUK - VILLAGE OF SAUK CITY - WARD 4,1,1,
,SAUK - VILLAGE OF SPRING GREEN - WARD 1,2,1,
,SAUK - VILLAGE OF SPRING GREEN - WARD 2,1,,
,SAUK - VILLAGE OF WEST BARABOO - WARD 2,1,1,
,SAWYER - CITY OF HAYWARD - WARD 4,2,,
,SAWYER - TOWN OF HAYWARD - WARD 2,1,,
,SAWYER - TOWN OF HAYWARD - WARD 5,1,,
,SAWYER - TOWN OF RADISSON - WARD 2,1,,
,SAWYER - TOWN OF SAND LAKE - WARD 1,1,,
,SHAWANO - CITY OF SHAWANO - WARD 1,1,,
,SHAWANO - CITY OF SHAWANO - WARD 10,3,,
,SHAWANO - CITY OF SHAWANO - WARD 11,2,1,
,SHAWANO - CITY OF SHAWANO - WARD 12,2,,
,SHAWANO - CITY OF SHAWANO - WARD 5,,1,
,SHAWANO - CITY OF SHAWANO - WARD 9,1,,
,SHAWANO - TOWN OF ANGELICA - WARD 3,2,1,
,SHAWANO - TOWN OF BELLE PLAINE - WARD 2,1,,
,SHAWANO - TOWN OF BELLE PLAINE - WARD 3,2,,
,SHAWANO - TOWN OF FAIRBANKS - WARD 1,1,,
,SHAWANO - TOWN OF HERMAN - WARD 1,1,,
,SHAWANO - TOWN OF HUTCHINS - WARD 1,,1,
,SHAWANO - TOWN OF MAPLE GROVE - WARD 1,,1,
,SHAWANO - TOWN OF RICHMOND - WARD 1,1,,
,SHAWANO - TOWN OF RICHMOND - WARD 3,2,,
,SHAWANO - TOWN OF WESCOTT - WARD 1,1,,
,SHAWANO - TOWN OF WESCOTT - WARD 2,,1,
,SHAWANO - TOWN OF WITTENBERG - WARD 1,1,,
,SHAWANO - VILLAGE OF BONDUEL - WARD 1,1,,
,SHAWANO - VILLAGE OF WITTENBERG - WARD 2,,1,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 10,3,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 11,1,1,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 12,3,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 2,,1,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 3,4,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 4,4,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 5,1,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 7,3,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 9,2,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 1,2,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 10,1,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 11,1,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 12,5,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 13,6,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 14,5,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 15,1,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 16,1,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 17,1,2,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 18,1,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 19,3,,
