,,Voting Method,,,,,,
,,Null,Absentee,Early Vote,Mail,Polling,Unknown,
,,Count,Count,Count,Count,Count,Count,
Precinct Name,Null,,18,9,6,51,25,
,ADAMS - TOWN OF ROME - WARD 2,,1,1,,1,,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,,2,,,2,1,
,ASHLAND - CITY OF ASHLAND - WARD 10,,4,,,8,4,
,ASHLAND - CITY OF ASHLAND - WARD 11,,1,,,4,2,
,ASHLAND - CITY OF ASHLAND - WARD 6,,2,1,,4,2,
,ASHLAND - CITY OF ASHLAND - WARD 8,,3,1,,4,4,
,ASHLAND - CITY OF ASHLAND - WARD 9,,,,,2,1,
,ASHLAND - CITY OF MELLEN - WARD 1,,,,,1,1,
,ASHLAND - TOWN OF GINGLES - WARD 1,,1,,,1,1,
,ASHLAND - TOWN OF LA POINTE - WARD 1,,,,1,1,,
,ASHLAND - TOWN OF MARENGO - WARD 2,,1,,,1,1,
,ASHLAND - TOWN OF SANBORN - WARD 1,,,,,1,,
,ASHLAND - TOWN OF SANBORN - WARD 2,,,,,3,2,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,,2,,,3,2,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,,,,,1,1,
,BARRON - CITY OF CHETEK - WARD 4,,1,1,,1,1,
,BARRON - CITY OF CUMBERLAND - WARD 3,,,,,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,,,,,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,,2,,,3,1,
,BAYFIELD - CITY OF WASHBURN - WARD 1,,1,,,1,1,
,BAYFIELD - CITY OF WASHBURN - WARD 2,,2,,1,3,1,
,BAYFIELD - CITY OF WASHBURN - WARD 4,,,,,1,,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,,,,,1,,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,,4,,,7,3,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,,2,,,5,4,
,BAYFIELD - TOWN OF BELL - WARD 1,,1,,,2,1,
,BAYFIELD - TOWN OF HUGHES - WARD 1,,,,,1,1,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,7,,,33,18,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,,2,,,3,3,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,,1,,,1,1,
,BROWN - CITY OF DE PERE - WARD 1,,,,,1,1,
,BROWN - CITY OF DE PERE - WARD 10,,2,1,,1,1,
,BROWN - CITY OF DE PERE - WARD 12,,1,,,2,1,
,BROWN - CITY OF DE PERE - WARD 14,,3,,,4,2,
,BROWN - CITY OF DE PERE - WARD 15,,,,,1,,
,BROWN - CITY OF DE PERE - WARD 2,,,,,1,,
,BROWN - CITY OF DE PERE - WARD 7,,,,,1,1,
,BROWN - CITY OF DE PERE - WARD 8,,,,,1,,
,BROWN - CITY OF GREEN BAY - WARD 10,,6,,,13,6,
,BROWN - CITY OF GREEN BAY - WARD 11,,2,,,5,2,
,BROWN - CITY OF GREEN BAY - WARD 12,,3,,,10,1,
,BROWN - CITY OF GREEN BAY - WARD 13,,1,,,3,2,
,BROWN - CITY OF GREEN BAY - WARD 14,,1,,,5,2,
,BROWN - CITY OF GREEN BAY - WARD 15,,,,,5,3,
,BROWN - CITY OF GREEN BAY - WARD 16,,3,1,,3,1,
,BROWN - CITY OF GREEN BAY - WARD 17,,1,,,10,2,
,BROWN - CITY OF GREEN BAY - WARD 18,,5,,1,7,3,
,BROWN - CITY OF GREEN BAY - WARD 19,,,,,2,1,
,BROWN - CITY OF GREEN BAY - WARD 2,,2,1,,4,3,
,BROWN - CITY OF GREEN BAY - WARD 20,,1,,,6,3,
,BROWN - CITY OF GREEN BAY - WARD 21,,2,,,7,3,
,BROWN - CITY OF GREEN BAY - WARD 22,,1,,,4,,
