,,Voting Method,,,,,,
,,Null,Absentee,Early Vote,Mail,Polling,Unknown,
,,Count,Count,Count,Count,Count,Count,
Precinct Name,Null,,2,,2,1,2,
,ADAMS - CITY OF ADAMS - WARD 1,,,,,1,,
,ADAMS - TOWN OF ADAMS - WARD 1,,,,,1,,
,ADAMS - TOWN OF DELL PRAIRIE - WARD 1,,1,,,1,1,
,ADAMS - TOWN OF EASTON - WARD 1,,,,,3,2,
,ADAMS - TOWN OF EASTON - WARD 2,,3,,,5,5,
,ADAMS - TOWN OF NEW CHESTER - WARD 1,,2,,,2,1,
,ADAMS - TOWN OF NEW CHESTER - WARD 2,,1,,,1,,
,ADAMS - TOWN OF QUINCY - WARD 2,,,,,1,,
,ADAMS - TOWN OF SPRINGVILLE - WARD 1,,,,,2,2,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,,3,,,5,3,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 2,,1,,,1,1,
,ASHLAND - CITY OF ASHLAND - WARD 10,,2,,1,2,,
,ASHLAND - CITY OF ASHLAND - WARD 2,,1,,,1,1,
,ASHLAND - CITY OF ASHLAND - WARD 5,,4,1,1,5,1,
,ASHLAND - CITY OF ASHLAND - WARD 6,,,,,2,,
,ASHLAND - CITY OF ASHLAND - WARD 7,,,,,1,,
,ASHLAND - CITY OF ASHLAND - WARD 8,,2,,1,2,1,
,ASHLAND - CITY OF ASHLAND - WARD 9,,1,,,2,1,
,ASHLAND - TOWN OF GINGLES - WARD 1,,2,,,3,2,
,ASHLAND - TOWN OF LA POINTE - WARD 1,,1,,,1,1,
,ASHLAND - TOWN OF MARENGO - WARD 2,,,,,1,,
,ASHLAND - TOWN OF MORSE - WARD 2,,1,,,2,2,
,ASHLAND - TOWN OF SANBORN - WARD 1,,2,,,3,1,
,ASHLAND - TOWN OF SANBORN - WARD 2,,6,,,16,7,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,,2,1,,3,3,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,,2,,,4,2,
,BARRON - CITY OF BARRON - WARD 1,,4,,,3,,
,BARRON - CITY OF BARRON - WARD 2,,4,,,2,,
,BARRON - CITY OF BARRON - WARD 5,,10,,,10,,
,BARRON - CITY OF BARRON - WARD 7,,1,,,1,,
,BARRON - CITY OF CUMBERLAND - WARD 4,,,,,1,,
,BARRON - CITY OF RICE LAKE - WARD 3,,1,,,1,1,
,BARRON - TOWN OF CHETEK - WARD 1,,,,,1,,
,BARRON - TOWN OF RICE LAKE - WARD 4,,1,,,1,1,
,BARRON - TOWN OF STANLEY - WARD 3,,1,,,1,1,
,BARRON - VILLAGE OF ALMENA - WARD 1,,,,,1,,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,,1,,1,2,2,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,,1,,,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,,1,,,1,1,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,,1,,,1,1,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,,,,,1,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,,2,,,2,1,
,BAYFIELD - CITY OF WASHBURN - WARD 2,,1,,,1,1,
,BAYFIELD - CITY OF WASHBURN - WARD 4,,1,,1,2,1,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,,,,,1,1,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,,1,,,1,,
,BAYFIELD - TOWN OF BELL - WARD 1,,1,,,1,,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,,1,,,1,1,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,,1,,,1,1,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,1,,,2,1,
,BROWN - CITY OF DE PERE - WARD 10,,2,,1,3,,
,BROWN - CITY OF DE PERE - WARD 11,,,,,1,,
