,,Voting Method,,,,,,
,,Null,Absentee,Early Vote,Mail,Polling,Unknown,
,,Count,Count,Count,Count,Count,Count,
Precinct Name,Null,,30,21,14,76,47,
,ADAMS - CITY OF ADAMS - WARD 2,,1,,1,2,2,
,ADAMS - TOWN OF ADAMS - WARD 1,,,,,5,5,
,ADAMS - TOWN OF BIG FLATS - WARD 1,,,,,1,1,
,ADAMS - TOWN OF DELL PRAIRIE - WARD 1,,,,,1,,
,ADAMS - TOWN OF DELL PRAIRIE - WARD 2,,,,,2,2,
,ADAMS - TOWN OF DELL PRAIRIE - WARD 3,,1,,,2,1,
,ADAMS - TOWN OF EASTON - WARD 2,,1,,,4,1,
,ADAMS - TOWN OF JACKSON - WARD 1,,,,,2,2,
,ADAMS - TOWN OF JACKSON - WARD 2,,,1,,2,1,
,ADAMS - TOWN OF LEOLA - WARD 1,,1,,,1,1,
,ADAMS - TOWN OF LINCOLN - WARD 1,,,,,1,1,
,ADAMS - TOWN OF NEW CHESTER - WARD 2,,,,,1,,
,ADAMS - TOWN OF NEW CHESTER - WARD 3,,,,,1,1,
,ADAMS - TOWN OF NEW HAVEN - WARD,,,,,1,,
,ADAMS - TOWN OF PRESTON - WARD 1,,1,,,1,1,
,ADAMS - TOWN OF QUINCY - WARD 1,,,,1,2,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 1,,,,,3,3,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,,1,,,3,3,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,,,,,1,,
,ASHLAND - CITY OF ASHLAND - WARD 2,,,,,1,,
,ASHLAND - CITY OF ASHLAND - WARD 4,,1,,,,1,
,ASHLAND - CITY OF ASHLAND - WARD 5,,1,,,2,,
,ASHLAND - CITY OF ASHLAND - WARD 6,,1,,,2,1,
,ASHLAND - CITY OF ASHLAND - WARD 7,,,,,3,,
,ASHLAND - CITY OF ASHLAND - WARD 9,,4,,,7,3,
,ASHLAND - TOWN OF GINGLES - WARD 1,,,,,3,2,
,ASHLAND - TOWN OF LA POINTE - WARD 1,,4,,,6,3,
,ASHLAND - TOWN OF SANBORN - WARD 1,,,,,2,,
,ASHLAND - TOWN OF SANBORN - WARD 2,,4,,,8,5,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,,,,,1,1,
,BARRON - CITY OF BARRON - WARD 1,,,1,,3,1,
,BARRON - CITY OF BARRON - WARD 2,,1,,,1,1,
,BARRON - CITY OF BARRON - WARD 5,,,,,1,,
,BARRON - CITY OF CUMBERLAND - WARD 1,,2,,,3,1,
,BARRON - CITY OF CUMBERLAND - WARD 2,,1,,,1,,
,BARRON - CITY OF CUMBERLAND - WARD 3,,,,,1,,
,BARRON - CITY OF RICE LAKE - WARD 1,,,,,1,,
,BARRON - CITY OF RICE LAKE - WARD 2,,1,,,1,,
,BARRON - CITY OF RICE LAKE - WARD 3,,,,,3,,
,BARRON - CITY OF RICE LAKE - WARD 9,,1,,,1,1,
,BARRON - TOWN OF ALMENA - WARD 1,,1,,,1,,
,BARRON - TOWN OF BARRON - WARD 1,,,,,1,1,
,BARRON - TOWN OF BARRON - WARD 2,,,,,1,,
,BARRON - TOWN OF CLINTON - WARD 1,,,,,2,,
,BARRON - TOWN OF CUMBERLAND - WARD 1,,1,,,1,1,
,BARRON - TOWN OF DALLAS - WARD 1,,1,,,2,2,
,BARRON - TOWN OF LAKELAND - WARD 2,,,,,1,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,,,,,1,1,
,BARRON - TOWN OF RICE LAKE - WARD 3,,1,,,1,,
,BARRON - VILLAGE OF CAMERON - WARD 3,,,,,1,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,,1,,,1,1,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,,,,,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,,,,,1,,
